DATE,DAY,MONTH,YEAR,HOUR,WEEKDAY,WEEKEND,O3,NO2,NOX,PM10,PM10_Q,PM25,PM25_Q,QUALITY
24/09/2021,24,9,2021,0,5,Weekday,61,16,25,36,Razonablemente buena,8,Buena,GOOD
25/09/2021,25,9,2021,0,6,Weekend,57,14,20,45,Regular,11,Razonablemente buena,GOOD
26/09/2021,26,9,2021,0,7,Weekend,69,15,19,38,Razonablemente buena,12,Razonablemente buena,GOOD
27/09/2021,27,9,2021,0,1,Weekday,52,23,36,37,Razonablemente buena,15,Razonablemente buena,GOOD
28/09/2021,28,9,2021,0,2,Weekday,54,17,31,43,Regular,18,Razonablemente buena,GOOD
29/09/2021,29,9,2021,0,3,Weekday,57,15,27,54,Desfavorable,18,Razonablemente buena,BAD
30/09/2021,30,9,2021,0,4,Weekday,50,15,25,47,Regular,16,Razonablemente buena,GOOD
01/10/2021,1,10,2021,0,5,Weekday,42,17,30,35,Razonablemente buena,14,Razonablemente buena,GOOD
02/10/2021,2,10,2021,0,6,Weekend,47,14,22,42,Regular,17,Razonablemente buena,GOOD
03/10/2021,3,10,2021,0,7,Weekend,59,9,14,39,Razonablemente buena,17,Razonablemente buena,GOOD
04/10/2021,4,10,2021,0,1,Weekday,41,15,28,15,Buena,6,Buena,GOOD
05/10/2021,5,10,2021,0,2,Weekday,46,20,33,18,Buena,7,Buena,GOOD
06/10/2021,6,10,2021,0,3,Weekday,49,19,38,20,Buena,7,Buena,GOOD
07/10/2021,7,10,2021,0,4,Weekday,47,20,30,25,Razonablemente buena,8,Buena,GOOD
08/10/2021,8,10,2021,0,5,Weekday,49,17,28,24,Razonablemente buena,9,Buena,GOOD
09/10/2021,9,10,2021,0,6,Weekend,61,12,19,25,Razonablemente buena,8,Buena,GOOD
10/10/2021,10,10,2021,0,7,Weekend,63,10,15,21,Razonablemente buena,8,Buena,GOOD
11/10/2021,11,10,2021,0,1,Weekday,53,15,23,23,Razonablemente buena,9,Buena,GOOD
12/10/2021,12,10,2021,0,2,Weekday,51,16,22,29,Razonablemente buena,8,Buena,GOOD
13/10/2021,13,10,2021,0,3,Weekday,48,18,33,24,Razonablemente buena,9,Buena,GOOD
14/10/2021,14,10,2021,0,4,Weekday,46,19,34,31,Razonablemente buena,10,Buena,GOOD
15/10/2021,15,10,2021,0,5,Weekday,39,22,39,31,Razonablemente buena,10,Buena,GOOD
16/10/2021,16,10,2021,0,6,Weekend,61,16,24,28,Razonablemente buena,12,Razonablemente buena,GOOD
17/10/2021,17,10,2021,0,7,Weekend,68,12,16,58,Desfavorable,10,Buena,BAD
18/10/2021,18,10,2021,0,1,Weekday,55,16,27,19,Buena,9,Buena,GOOD
19/10/2021,19,10,2021,0,2,Weekday,43,18,34,28,Razonablemente buena,10,Buena,GOOD
20/10/2021,20,10,2021,0,3,Weekday,42,18,32,35,Razonablemente buena,9,Buena,GOOD
21/10/2021,21,10,2021,0,4,Weekday,44,21,39,32,Razonablemente buena,10,Buena,GOOD
22/10/2021,22,10,2021,0,5,Weekday,39,18,33,35,Razonablemente buena,10,Buena,GOOD
23/10/2021,23,10,2021,0,6,Weekend,33,16,29,13,Buena,8,Buena,GOOD
24/10/2021,24,10,2021,0,7,Weekend,36,14,23,25,Razonablemente buena,8,Buena,GOOD
25/10/2021,25,10,2021,0,1,Weekday,32,17,34,26,Razonablemente buena,8,Buena,GOOD
26/10/2021,26,10,2021,0,2,Weekday,21,21,37,31,Razonablemente buena,10,Buena,GOOD
27/10/2021,27,10,2021,0,3,Weekday,32,17,31,35,Razonablemente buena,8,Buena,GOOD
28/10/2021,28,10,2021,0,4,Weekday,29,20,38,23,Razonablemente buena,8,Buena,GOOD
29/10/2021,29,10,2021,0,5,Weekday,22,21,43,26,Razonablemente buena,10,Buena,GOOD
30/10/2021,30,10,2021,0,6,Weekend,8,19,42,42,Regular,15,Razonablemente buena,GOOD
31/10/2021,31,10,2021,0,7,Weekend,17,12,32,27,Razonablemente buena,11,Razonablemente buena,GOOD
01/11/2021,1,11,2021,0,1,Weekday,23,13,25,24,Razonablemente buena,6,Buena,GOOD
02/11/2021,2,11,2021,0,2,Weekday,18,,,17,Buena,8,Buena,GOOD
03/11/2021,3,11,2021,0,3,Weekday,48,,,13,Buena,5,Buena,GOOD
04/11/2021,4,11,2021,0,4,Weekday,29,,,13,Buena,6,Buena,GOOD
05/11/2021,5,11,2021,0,5,Weekday,39,,,11,Buena,5,Buena,GOOD
06/11/2021,6,11,2021,0,6,Weekend,37,20,34,10,Buena,7,Buena,GOOD
07/11/2021,7,11,2021,0,7,Weekend,41,20,30,17,Buena,8,Buena,GOOD
08/11/2021,8,11,2021,0,1,Weekday,26,27,51,19,Buena,7,Buena,GOOD
09/11/2021,9,11,2021,0,2,Weekday,30,22,43,30,Razonablemente buena,9,Buena,GOOD
10/11/2021,10,11,2021,0,3,Weekday,27,23,41,28,Razonablemente buena,9,Buena,GOOD
11/11/2021,11,11,2021,0,4,Weekday,26,23,47,28,Razonablemente buena,11,Razonablemente buena,GOOD
12/11/2021,12,11,2021,0,5,Weekday,23,21,41,29,Razonablemente buena,11,Razonablemente buena,GOOD
13/11/2021,13,11,2021,0,6,Weekend,21,18,31,30,Razonablemente buena,10,Buena,GOOD
14/11/2021,14,11,2021,0,7,Weekend,29,14,23,31,Razonablemente buena,10,Buena,GOOD
15/11/2021,15,11,2021,0,1,Weekday,33,15,33,22,Razonablemente buena,10,Buena,GOOD
16/11/2021,16,11,2021,0,2,Weekday,22,15,34,32,Razonablemente buena,9,Buena,GOOD
17/11/2021,17,11,2021,0,3,Weekday,22,23,38,37,Razonablemente buena,10,Buena,GOOD
18/11/2021,18,11,2021,0,4,Weekday,8,26,60,44,Regular,14,Razonablemente buena,GOOD
19/11/2021,19,11,2021,0,5,Weekday,27,20,39,26,Razonablemente buena,8,Buena,GOOD
20/11/2021,20,11,2021,0,6,Weekend,49,12,17,23,Razonablemente buena,5,Buena,GOOD
21/11/2021,21,11,2021,0,7,Weekend,28,16,25,20,Buena,7,Buena,GOOD
22/11/2021,22,11,2021,0,1,Weekday,16,22,50,25,Razonablemente buena,9,Buena,GOOD
23/11/2021,23,11,2021,0,2,Weekday,25,23,51,30,Razonablemente buena,12,Razonablemente buena,GOOD
24/11/2021,24,11,2021,0,3,Weekday,23,21,45,22,Razonablemente buena,9,Buena,GOOD
25/11/2021,25,11,2021,0,4,Weekday,20,21,48,20,Buena,9,Buena,GOOD
26/11/2021,26,11,2021,0,5,Weekday,21,19,40,22,Razonablemente buena,8,Buena,GOOD
27/11/2021,27,11,2021,0,6,Weekend,39,14,27,16,Buena,6,Buena,GOOD
28/11/2021,28,11,2021,0,7,Weekend,67,7,13,10,Buena,4,Buena,GOOD
29/11/2021,29,11,2021,0,1,Weekday,40,16,32,14,Buena,7,Buena,GOOD
30/11/2021,30,11,2021,0,2,Weekday,21,19,43,28,Razonablemente buena,10,Buena,GOOD
01/12/2021,1,12,2021,0,3,Weekday,13,18,45,36,Razonablemente buena,13,Razonablemente buena,GOOD
02/12/2021,2,12,2021,0,4,Weekday,30,,,20,Buena,6,Buena,GOOD
03/12/2021,3,12,2021,0,5,Weekday,41,23,42,25,Razonablemente buena,6,Buena,GOOD
04/12/2021,4,12,2021,0,6,Weekend,19,29,58,25,Razonablemente buena,10,Buena,GOOD
05/12/2021,5,12,2021,0,7,Weekend,35,18,31,26,Razonablemente buena,8,Buena,GOOD
06/12/2021,6,12,2021,0,1,Weekday,32,25,44,15,Buena,7,Buena,GOOD
07/12/2021,7,12,2021,0,2,Weekday,22,28,49,24,Razonablemente buena,7,Buena,GOOD
08/12/2021,8,12,2021,0,3,Weekday,48,19,32,21,Razonablemente buena,7,Buena,GOOD
09/12/2021,9,12,2021,0,4,Weekday,25,30,71,19,Buena,7,Buena,GOOD
10/12/2021,10,12,2021,0,5,Weekday,30,25,55,18,Buena,6,Buena,GOOD
11/12/2021,11,12,2021,0,6,Weekend,41,22,33,15,Buena,6,Buena,GOOD
12/12/2021,12,12,2021,0,7,Weekend,31,19,32,25,Razonablemente buena,10,Buena,GOOD
13/12/2021,13,12,2021,0,1,Weekday,22,24,44,32,Razonablemente buena,10,Buena,GOOD
14/12/2021,14,12,2021,0,2,Weekday,17,26,65,36,Razonablemente buena,13,Razonablemente buena,GOOD
15/12/2021,15,12,2021,0,3,Weekday,10,30,62,42,Regular,13,Razonablemente buena,GOOD
16/12/2021,16,12,2021,0,4,Weekday,27,23,43,31,Razonablemente buena,8,Buena,GOOD
17/12/2021,17,12,2021,0,5,Weekday,24,25,46,26,Razonablemente buena,9,Buena,GOOD
18/12/2021,18,12,2021,0,6,Weekend,8,24,51,41,Regular,13,Razonablemente buena,GOOD
19/12/2021,19,12,2021,0,7,Weekend,13,23,47,49,Regular,15,Razonablemente buena,GOOD
20/12/2021,20,12,2021,0,1,Weekday,10,25,60,41,Regular,11,Razonablemente buena,GOOD
21/12/2021,21,12,2021,0,2,Weekday,5,26,85,53,Desfavorable,16,Razonablemente buena,BAD
22/12/2021,22,12,2021,0,3,Weekday,7,22,61,53,Desfavorable,12,Razonablemente buena,BAD
23/12/2021,23,12,2021,0,4,Weekday,4,25,66,68,Desfavorable,15,Razonablemente buena,BAD
24/12/2021,24,12,2021,0,5,Weekday,9,21,53,87,Desfavorable,22,Regular,BAD
25/12/2021,25,12,2021,0,6,Weekend,10,17,41,69,Desfavorable,18,Razonablemente buena,BAD
26/12/2021,26,12,2021,0,7,Weekend,4,19,48,70,Desfavorable,25,Regular,BAD
27/12/2021,27,12,2021,0,1,Weekday,13,19,56,40,Razonablemente buena,16,Razonablemente buena,GOOD
28/12/2021,28,12,2021,0,2,Weekday,23,16,36,21,Razonablemente buena,12,Razonablemente buena,GOOD
29/12/2021,29,12,2021,0,3,Weekday,25,16,31,32,Razonablemente buena,12,Razonablemente buena,GOOD
30/12/2021,30,12,2021,0,4,Weekday,9,,,35,Razonablemente buena,21,Regular,GOOD
31/12/2021,31,12,2021,0,5,Weekday,12,28,66,69,Desfavorable,39,Desfavorable,BAD
